sheet,city,model,strategy,horizon,MAE,WAPE,MAPE,Directional Accuracy,Directional R2
Лист1,Геленджик,Decision Tree,direct,53,3.4777750059911616,0.24955190616378853,101.93521288240068,0.11993022241604885,-0.06956367692827414
Лист1,Геленджик,Decision Tree,direct,54,3.4650285360389903,0.24861288532425016,99.14430760594256,0.2423945044160942,-0.1842565092466566
Лист1,Геленджик,Decision Tree,direct,55,3.507003533804184,0.25162455613658147,104.21125318018144,0.23236288300076327,-0.17522400049728715
Лист1,Геленджик,Decision Tree,direct,56,3.6421107090856943,0.2613183824140247,107.8984985693338,0.13575400719659797,-0.06900345562791221
Лист1,Геленджик,Decision Tree,direct,57,3.6140343213107187,0.25930392518759204,107.4505137283497,0.1429506051684658,-0.07286813478371901
Лист1,Геленджик,Decision Tree,direct,58,3.4345474305062607,0.24642589161971126,100.5946639213656,0.14611274670155927,-0.05909712126144617
Лист1,Геленджик,Decision Tree,direct,59,3.3952304282377854,0.243604929750393,101.09145214543278,0.18536691745720205,-0.07717700690940754
Лист1,Геленджик,Decision Tree,direct,60,3.414571861105376,0.24496690851486563,99.43440135183572,0.18582333696837514,-0.08623220288256461
Лист1,Геленджик,Decision Tree,direct,61,3.354308613332819,0.24064352564157923,99.40623714892259,0.17699018538713196,-0.06427949900694974
Лист1,Геленджик,Decision Tree,direct,62,3.469847941361538,0.24893250392359373,101.92546014844356,0.16314067611777536,-0.07914167627719504
Лист1,Геленджик,Decision Tree,direct,63,3.3934705220842925,0.24345306432127894,103.30100474455143,0.173391494002181,-0.08057925135662303
Лист1,Геленджик,Decision Tree,direct,64,3.5345169797758054,0.25357196534404947,101.24596296382835,0.2450381679389313,-0.16151728232056817
Лист1,Геленджик,Decision Tree,direct,65,3.8948876447612877,0.2794255397632922,117.55910790655766,0.09683751363140676,-0.06466124397019368
Лист1,Геленджик,Decision Tree,direct,66,3.3984668658008013,0.24381151010127627,98.87178626788725,0.15779716466739369,-0.06546212261013662
Лист1,Геленджик,Decision Tree,direct,67,3.3610970965476374,0.24110745606026246,99.67829350983727,0.15497873268622533,-0.07012586827437173
Лист1,Геленджик,Decision Tree,direct,68,3.4436955337048136,0.24703263420461777,104.52558024894616,0.14429054422510634,-0.07077822140115964
Лист1,Геленджик,Decision Tree,direct,69,3.531169447488243,0.2533075534402509,103.46753548433966,0.23404951466899335,-0.15364502518424383
Лист1,Геленджик,Decision Tree,direct,70,3.3838831519376793,0.24274200802080664,98.6063966540933,0.19293270803795398,-0.07619733339080503
Лист1,Геленджик,Decision Tree,direct,71,3.353186330307313,0.24053997923085127,100.98089174156688,0.19827680226851346,-0.060260744956111445
Лист1,Геленджик,Decision Tree,direct,72,3.576843300196258,0.2565839557929862,105.29635048940513,0.17221071000109064,-0.09846421351327761
Лист1,Геленджик,Decision Tree,direct,73,3.458200192629857,0.24807312226966985,106.26967070690765,0.2040571490893227,-0.09141999368283593
Лист1,Геленджик,Decision Tree,direct,74,3.6209539941588007,0.2597245725333696,108.70071518541175,0.1844458987783595,-0.07360402698251867
Лист1,Геленджик,Decision Tree,direct,75,3.494298247353208,0.2506397816879064,106.55383846409914,0.19578970331588133,-0.07983270263820508
Лист1,Геленджик,Decision Tree,direct,76,3.461492296141388,0.24828666931233206,105.39769138881434,0.18553664921465968,-0.06971031199934186
Лист1,Геленджик,Decision Tree,direct,77,3.465746794025275,0.24859183685823824,108.90065516095756,0.1823734729493892,-0.08507482795467003
Лист1,Геленджик,Decision Tree,direct,78,3.4218006954461115,0.24543966157890718,107.3049415764806,0.18902705061082026,-0.0666558739034635
Лист1,Геленджик,Decision Tree,direct,79,3.41606839093251,0.24502849359891404,103.54168830059744,0.1769197207678883,-0.058740322682260926
Лист1,Геленджик,Decision Tree,direct,80,3.468633221924237,0.24877718964430873,108.73342556981447,0.21271953747136468,-0.07735747599844212
Лист1,Геленджик,Decision Tree,direct,81,3.716540306623158,0.2665575728322716,109.63392705335511,0.14541289407657904,-0.06139426217334654
Лист1,Геленджик,Decision Tree,direct,82,3.776687342047268,0.2708714363862699,114.82100766182491,0.25973600959965093,-0.22142125260424939
Лист1,Геленджик,Decision Tree,direct,83,3.5240888937962955,0.25275457938703694,101.84658554402901,0.15413984946001963,-0.06770815552090981
Лист1,Геленджик,Decision Tree,direct,84,3.5337109719150748,0.2534446937346127,107.97210621430014,0.18621141049416384,-0.09823751861692642
Лист1,Геленджик,Decision Tree,direct,85,3.5107525878264974,0.2517980733204882,103.99279666825869,0.2116286680484346,-0.07524275872778619
Лист1,Геленджик,Decision Tree,direct,86,3.5843266087672188,0.2570749466562946,103.86297112220835,0.22744627468092068,-0.10246556340492874
Лист1,Геленджик,Decision Tree,direct,87,3.7988188927114557,0.2724367088874344,108.49825945132645,0.25583678813004584,-0.22598601183848888
Лист1,Геленджик,Decision Tree,direct,88,3.5780790189577827,0.2566060924710897,104.14867810120482,0.235217106698669,-0.1358332818229362
Лист1,Геленджик,Decision Tree,direct,89,3.6676632891939107,0.2630307324553857,106.91438287525743,0.23608989744708705,-0.14749084372926546
Лист1,Геленджик,Decision Tree,direct,90,3.5657046589430124,0.25571865087089113,105.37169215273646,0.20761509927994765,-0.09887440702784667
Лист1,Геленджик,Decision Tree,direct,91,3.556012307950455,0.25502355266264004,104.62279496226176,0.21143355880427667,-0.0858873114973866
Лист1,Геленджик,Decision Tree,direct,92,3.520858292917605,0.25250244164623853,107.86554036633578,0.1623390792057604,-0.06606076295559027
Лист1,Геленджик,Decision Tree,direct,93,4.008706759493382,0.2874890610201412,117.108807092578,0.09895265110189833,-0.054292568015948284
Лист1,Геленджик,Decision Tree,direct,94,3.7615014093529404,0.2697398779566588,111.4731773512557,0.12907801418439716,-0.060928806259223034
Лист1,Геленджик,Decision Tree,direct,95,3.659935122809033,0.26245648902352076,111.28648056581414,0.23186033824331698,-0.12828142516787389
Лист1,Геленджик,Decision Tree,direct,96,3.5686751472128635,0.255912172804888,107.88550735082609,0.23164211674849972,-0.07333410316442635
Лист1,Геленджик,Decision Tree,direct,97,3.613984058282834,0.2591613062790836,109.04916763720945,0.21953082378614294,-0.09648238309921253
Лист1,Геленджик,Decision Tree,direct,98,3.77859842164956,0.2709659165801847,110.60973059392553,0.1458810692853246,-0.0563550197335112
Лист1,Геленджик,Decision Tree,direct,99,3.6413942356625078,0.2611269091319178,106.67754183542118,0.2281505728314239,-0.12465097904594713
Лист1,Геленджик,Decision Tree,direct,100,3.600513513981676,0.2581768507130897,105.05289814482303,0.21518987341772153,-0.08955961580689498
Лист1,Геленджик,Decision Tree,direct,101,3.8201834951010056,0.2739284105118126,110.23816522102874,0.2783718900043649,-0.22321637279528272
Лист1,Геленджик,Decision Tree,direct,102,3.5538015203264233,0.25482734088189163,105.37293245432899,0.18692710606721955,-0.08147137226003309
Лист1,Геленджик,Decision Tree,direct,103,3.5432067925861683,0.25406763995825404,104.05619263903303,0.16892186817983412,-0.06965386040090715
Лист1,Геленджик,Decision Tree,direct,104,3.77942968162272,0.27100613534814105,110.17158392286505,0.1280008729812309,-0.06595471005490006
Лист1,Геленджик,Decision Tree,direct,105,3.5682004444660254,0.25585982385232997,107.77897182252343,0.1864906154517678,-0.0667162019873877
Лист1,Геленджик,Decision Tree,direct,106,3.7906449405120712,0.27181033180754627,111.47758652755475,0.24006983849847227,-0.1254198770489845
Лист1,Геленджик,Decision Tree,direct,107,3.589535888712213,0.25739947038258326,108.63078922399288,0.1694859762086653,-0.06068959263853668
Лист1,Геленджик,Decision Tree,direct,108,3.5856868014282965,0.25712345892621313,107.2706568523677,0.1657754010695187,-0.06751544055255798
Лист1,Геленджик,Decision Tree,direct,109,3.666582005124348,0.2629243154250529,105.40545029436738,0.23769507803121248,-0.12944206288030835
Лист1,Геленджик,Decision Tree,direct,110,3.604506986888673,0.2584730221901539,106.19321972544817,0.19207683073229292,-0.06330631515956409
Лист1,Геленджик,Decision Tree,direct,111,3.9972992508517606,0.28663948265999106,112.84524411160668,0.0962566844919786,-0.02942616583252544
Лист1,Геленджик,Decision Tree,direct,112,3.6170646207676698,0.25937350860676184,105.75899783382579,0.18891192840772672,-0.06362738689958003
Лист1,Геленджик,Decision Tree,direct,113,3.6768835229118375,0.2636630196210396,106.5066885115004,0.15104223507584852,-0.06922176195421459
Лист1,Геленджик,Decision Tree,direct,114,3.7375467139921383,0.2679951509842897,111.77945997003424,0.22713381357782145,-0.1289279460685706
