sheet,city,model,strategy,horizon,MAE,params
Лист1,Благовещенск,Decision Tree,direct,1,2.3239380333382087,"{'max_depth': 10, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,2,2.4013895944078585,"{'max_depth': 15, 'min_samples_leaf': 11}"
Лист1,Благовещенск,Decision Tree,direct,3,2.3799978484683137,"{'max_depth': 11, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,4,2.51628639654956,"{'max_depth': 8, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,5,2.6111684906650225,"{'max_depth': 16, 'min_samples_leaf': 16}"
Лист1,Благовещенск,Decision Tree,direct,6,2.632095706686508,"{'max_depth': 8, 'min_samples_leaf': 7}"
Лист1,Благовещенск,Decision Tree,direct,7,2.7169784860953277,"{'max_depth': 17, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,8,2.8545863507741775,"{'max_depth': 11, 'min_samples_leaf': 6}"
Лист1,Благовещенск,Decision Tree,direct,9,2.771071126508869,"{'max_depth': 8, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Decision Tree,direct,10,2.782559802267693,"{'max_depth': 11, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,11,2.8998078013581465,"{'max_depth': 11, 'min_samples_leaf': 11}"
Лист1,Благовещенск,Decision Tree,direct,12,2.914785740655714,"{'max_depth': 7, 'min_samples_leaf': 22}"
Лист1,Благовещенск,Decision Tree,direct,13,3.062782455725171,"{'max_depth': 15, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,14,2.980012660200437,"{'max_depth': 9, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,15,3.0854581862854604,"{'max_depth': 11, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Decision Tree,direct,16,3.080098567018102,"{'max_depth': 12, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,17,3.0723588696496753,"{'max_depth': 10, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,18,3.1153238252827435,"{'max_depth': 9, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,19,3.1366937344337886,"{'max_depth': 8, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,20,3.2226521839164692,"{'max_depth': 10, 'min_samples_leaf': 2}"
Лист1,Благовещенск,Decision Tree,direct,21,3.192443414015953,"{'max_depth': 9, 'min_samples_leaf': 3}"
Лист1,Благовещенск,Decision Tree,direct,22,3.295916606512338,"{'max_depth': 9, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,23,3.3340748596478207,"{'max_depth': 11, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,24,3.4070638930931327,"{'max_depth': 8, 'min_samples_leaf': 19}"
Лист1,Благовещенск,Decision Tree,direct,25,3.505542997783642,"{'max_depth': 10, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Decision Tree,direct,26,3.441568039376505,"{'max_depth': 10, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Decision Tree,direct,27,3.4700950915914217,"{'max_depth': 18, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,28,3.422413951272547,"{'max_depth': 9, 'min_samples_leaf': 19}"
Лист1,Благовещенск,Decision Tree,direct,29,3.4646129048764114,"{'max_depth': 9, 'min_samples_leaf': 6}"
Лист1,Благовещенск,Decision Tree,direct,30,3.47005890776748,"{'max_depth': 10, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Decision Tree,direct,31,3.4697334000911733,"{'max_depth': 11, 'min_samples_leaf': 16}"
Лист1,Благовещенск,Decision Tree,direct,32,3.4763395326283075,"{'max_depth': 8, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Decision Tree,direct,33,3.493630585851626,"{'max_depth': 9, 'min_samples_leaf': 22}"
Лист1,Благовещенск,Decision Tree,direct,34,3.5937614295424702,"{'max_depth': 12, 'min_samples_leaf': 19}"
Лист1,Благовещенск,Decision Tree,direct,35,3.531338489770173,"{'max_depth': 7, 'min_samples_leaf': 10}"
Лист1,Благовещенск,Decision Tree,direct,36,3.574481893212715,"{'max_depth': 7, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Decision Tree,direct,37,3.647869354718508,"{'max_depth': 11, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,38,3.613459778205685,"{'max_depth': 9, 'min_samples_leaf': 13}"
Лист1,Благовещенск,Decision Tree,direct,39,3.6331736124787812,"{'max_depth': 10, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Decision Tree,direct,40,3.671838920558992,"{'max_depth': 17, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Decision Tree,direct,41,3.6061389945332945,"{'max_depth': 8, 'min_samples_leaf': 13}"
Лист1,Благовещенск,Decision Tree,direct,42,3.5961910730275286,"{'max_depth': 10, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Decision Tree,direct,43,3.5882390751214905,"{'max_depth': 7, 'min_samples_leaf': 7}"
Лист1,Благовещенск,Decision Tree,direct,44,3.6374125356700486,"{'max_depth': 11, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Decision Tree,direct,45,3.6407776807028385,"{'max_depth': 11, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,46,3.7274009345541317,"{'max_depth': 15, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Decision Tree,direct,47,3.5802729041208265,"{'max_depth': 9, 'min_samples_leaf': 1}"
Лист1,Благовещенск,Decision Tree,direct,48,3.584455363449817,"{'max_depth': 8, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Decision Tree,direct,49,3.6363053059121047,"{'max_depth': 6, 'min_samples_leaf': 10}"
Лист1,Благовещенск,Decision Tree,direct,50,3.7568332938835036,"{'max_depth': 17, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,51,3.6560841817413454,"{'max_depth': 12, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,52,3.7515567953412674,"{'max_depth': 12, 'min_samples_leaf': 9}"
Лист1,Благовещенск,Decision Tree,direct,53,3.717149140172172,"{'max_depth': 17, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,54,3.56261701145001,"{'max_depth': 7, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,55,3.5434629144352416,"{'max_depth': 8, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,56,3.6980678569709236,"{'max_depth': 13, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,57,3.6504649859382936,"{'max_depth': 9, 'min_samples_leaf': 1}"
Лист1,Благовещенск,Decision Tree,direct,58,3.8460984315494864,"{'max_depth': 17, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,59,3.6022216991903133,"{'max_depth': 8, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Decision Tree,direct,60,3.7054445717672273,"{'max_depth': 6, 'min_samples_leaf': 6}"
Лист1,Благовещенск,Decision Tree,direct,61,3.5708531523508897,"{'max_depth': 8, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Decision Tree,direct,62,3.6285749863380867,"{'max_depth': 7, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Decision Tree,direct,63,3.8097141538412775,"{'max_depth': 13, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Decision Tree,direct,64,3.7262788875686557,"{'max_depth': 11, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Decision Tree,direct,65,3.6454362088192678,"{'max_depth': 9, 'min_samples_leaf': 16}"
Лист1,Благовещенск,Decision Tree,direct,66,3.713142797679853,"{'max_depth': 6, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Decision Tree,direct,67,3.7348594690915213,"{'max_depth': 18, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Decision Tree,direct,68,3.645099994065793,"{'max_depth': 6, 'min_samples_leaf': 11}"
Лист1,Благовещенск,Decision Tree,direct,69,3.812557444494825,"{'max_depth': 13, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Decision Tree,direct,70,3.838679201891903,"{'max_depth': 14, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,71,3.8240005291738863,"{'max_depth': 18, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Decision Tree,direct,72,3.7793447254383175,"{'max_depth': 6, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Decision Tree,direct,73,3.8207573440194285,"{'max_depth': 6, 'min_samples_leaf': 6}"
Лист1,Благовещенск,Decision Tree,direct,74,3.7022032532855964,"{'max_depth': 8, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,75,3.6534010140800652,"{'max_depth': 9, 'min_samples_leaf': 9}"
Лист1,Благовещенск,Decision Tree,direct,76,3.5559145133469627,"{'max_depth': 8, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,77,3.7157270155766375,"{'max_depth': 10, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Decision Tree,direct,78,3.9079423856078965,"{'max_depth': 6, 'min_samples_leaf': 5}"
Лист1,Благовещенск,Decision Tree,direct,79,3.7441064208789623,"{'max_depth': 11, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,80,3.7120715106013775,"{'max_depth': 10, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Decision Tree,direct,81,3.5843342477715554,"{'max_depth': 7, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,82,3.623767146093275,"{'max_depth': 7, 'min_samples_leaf': 11}"
Лист1,Благовещенск,Decision Tree,direct,83,3.9510051924634992,"{'max_depth': 16, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,84,3.741879544868998,"{'max_depth': 8, 'min_samples_leaf': 15}"
Лист1,Благовещенск,Decision Tree,direct,85,3.752001612630044,"{'max_depth': 7, 'min_samples_leaf': 3}"
Лист1,Благовещенск,Decision Tree,direct,86,3.9054319684036827,"{'max_depth': 14, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,87,3.910012302896049,"{'max_depth': 13, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,88,3.864450570405304,"{'max_depth': 11, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,89,3.8760912861768024,"{'max_depth': 11, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,90,3.807698864350734,"{'max_depth': 9, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Decision Tree,direct,91,3.6967264498699333,"{'max_depth': 7, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Decision Tree,direct,92,3.868503089655656,"{'max_depth': 12, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,93,3.8049100873855863,"{'max_depth': 9, 'min_samples_leaf': 10}"
Лист1,Благовещенск,Decision Tree,direct,94,3.9040075146186717,"{'max_depth': 11, 'min_samples_leaf': 15}"
Лист1,Благовещенск,Decision Tree,direct,95,3.728834780897268,"{'max_depth': 8, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Decision Tree,direct,96,3.7947903581603377,"{'max_depth': 7, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Decision Tree,direct,97,3.8688611892217306,"{'max_depth': 6, 'min_samples_leaf': 7}"
Лист1,Благовещенск,Decision Tree,direct,98,3.9037461329600247,"{'max_depth': 7, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,99,3.7984516691071257,"{'max_depth': 10, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,100,3.751955134418075,"{'max_depth': 8, 'min_samples_leaf': 12}"
Лист1,Благовещенск,Decision Tree,direct,101,3.751514263126347,"{'max_depth': 9, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,102,3.9148891413685396,"{'max_depth': 11, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,103,4.080310830102513,"{'max_depth': 16, 'min_samples_leaf': 22}"
Лист1,Благовещенск,Decision Tree,direct,104,3.752690055593899,"{'max_depth': 9, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Decision Tree,direct,105,3.97865043765616,"{'max_depth': 14, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,106,3.797505993422412,"{'max_depth': 10, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,107,3.805517600947043,"{'max_depth': 7, 'min_samples_leaf': 2}"
Лист1,Благовещенск,Decision Tree,direct,108,3.899226978631533,"{'max_depth': 13, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,109,3.7870175838961306,"{'max_depth': 8, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Decision Tree,direct,110,3.804645693570175,"{'max_depth': 9, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Decision Tree,direct,111,3.8294730133440043,"{'max_depth': 10, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Decision Tree,direct,112,4.067870516810562,"{'max_depth': 17, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,113,3.942099826070516,"{'max_depth': 14, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,114,3.777111908357312,"{'max_depth': 9, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,115,3.9337201616259114,"{'max_depth': 14, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Decision Tree,direct,116,3.792995462667109,"{'max_depth': 9, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Decision Tree,direct,117,3.923802919485291,"{'max_depth': 14, 'min_samples_leaf': 22}"
Лист1,Благовещенск,Decision Tree,direct,118,3.773473441996967,"{'max_depth': 7, 'min_samples_leaf': 7}"
Лист1,Благовещенск,Decision Tree,direct,119,3.8815774480203262,"{'max_depth': 12, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,120,3.801000460004592,"{'max_depth': 7, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,121,3.844016372770114,"{'max_depth': 8, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Decision Tree,direct,122,3.8390294000701766,"{'max_depth': 7, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Decision Tree,direct,123,3.800975559189144,"{'max_depth': 9, 'min_samples_leaf': 3}"
Лист1,Благовещенск,Decision Tree,direct,124,3.7353989537296557,"{'max_depth': 9, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,125,3.8739408084757123,"{'max_depth': 18, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,126,3.8887210674793375,"{'max_depth': 14, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Decision Tree,direct,127,3.920978933244005,"{'max_depth': 16, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,128,3.7166154037709482,"{'max_depth': 10, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Decision Tree,direct,129,3.9170973079689557,"{'max_depth': 15, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,130,3.65119584848986,"{'max_depth': 8, 'min_samples_leaf': 6}"
Лист1,Благовещенск,Decision Tree,direct,131,3.6629865378594815,"{'max_depth': 8, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,132,3.747328109550089,"{'max_depth': 10, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,133,3.959375349129168,"{'max_depth': 18, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,134,3.877758732265738,"{'max_depth': 11, 'min_samples_leaf': 12}"
Лист1,Благовещенск,Decision Tree,direct,135,3.805259469641951,"{'max_depth': 7, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Decision Tree,direct,136,3.829671237946849,"{'max_depth': 12, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,137,3.97064728888116,"{'max_depth': 20, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Decision Tree,direct,138,3.758149424892355,"{'max_depth': 9, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Decision Tree,direct,139,3.847510970476581,"{'max_depth': 6, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Decision Tree,direct,140,3.8980857185993107,"{'max_depth': 16, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,141,3.615591120834712,"{'max_depth': 8, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,142,3.7118547697902877,"{'max_depth': 8, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,143,3.8583905465937454,"{'max_depth': 9, 'min_samples_leaf': 10}"
Лист1,Благовещенск,Decision Tree,direct,144,3.950683357975838,"{'max_depth': 11, 'min_samples_leaf': 10}"
Лист1,Благовещенск,Decision Tree,direct,145,3.823808836298791,"{'max_depth': 8, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,146,3.8620310222862284,"{'max_depth': 6, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,147,3.99198140604429,"{'max_depth': 16, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,148,3.6785843091042625,"{'max_depth': 8, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Decision Tree,direct,149,3.7405137510066315,"{'max_depth': 10, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Decision Tree,direct,150,3.6784429466100934,"{'max_depth': 9, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,151,3.6773458102371324,"{'max_depth': 8, 'min_samples_leaf': 3}"
Лист1,Благовещенск,Decision Tree,direct,152,3.6910113542150356,"{'max_depth': 9, 'min_samples_leaf': 6}"
Лист1,Благовещенск,Decision Tree,direct,153,3.761376066538577,"{'max_depth': 9, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,154,3.7300701437794834,"{'max_depth': 8, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Decision Tree,direct,155,3.950084707687507,"{'max_depth': 11, 'min_samples_leaf': 1}"
Лист1,Благовещенск,Decision Tree,direct,156,3.7133100794175617,"{'max_depth': 7, 'min_samples_leaf': 13}"
Лист1,Благовещенск,Decision Tree,direct,157,3.8974250430048754,"{'max_depth': 12, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Decision Tree,direct,158,3.8253053057878064,"{'max_depth': 9, 'min_samples_leaf': 16}"
Лист1,Благовещенск,Decision Tree,direct,159,3.857885218321913,"{'max_depth': 6, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,160,3.814331871665776,"{'max_depth': 13, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Decision Tree,direct,161,3.7339012338154687,"{'max_depth': 8, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Decision Tree,direct,162,3.7458698542816937,"{'max_depth': 9, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,163,3.749257428226206,"{'max_depth': 8, 'min_samples_leaf': 9}"
Лист1,Благовещенск,Decision Tree,direct,164,3.69037530244055,"{'max_depth': 7, 'min_samples_leaf': 23}"
Лист1,Благовещенск,Decision Tree,direct,165,3.718815135687159,"{'max_depth': 9, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Decision Tree,direct,166,4.15611856580731,"{'max_depth': 17, 'min_samples_leaf': 15}"
Лист1,Благовещенск,Decision Tree,direct,167,3.729426608019848,"{'max_depth': 7, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Decision Tree,direct,168,3.7876673128842158,"{'max_depth': 8, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Random Forest,direct,1,2.011716356662804,"{'n_estimators': 133, 'max_depth': 16, 'min_samples_leaf': 10}"
Лист1,Благовещенск,Random Forest,direct,2,2.1280547517137363,"{'n_estimators': 90, 'max_depth': 11, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Random Forest,direct,3,2.1792242051218653,"{'n_estimators': 124, 'max_depth': 16, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Random Forest,direct,4,2.259102789941988,"{'n_estimators': 114, 'max_depth': 12, 'min_samples_leaf': 15}"
Лист1,Благовещенск,Random Forest,direct,5,2.337268041977558,"{'n_estimators': 148, 'max_depth': 17, 'min_samples_leaf': 12}"
Лист1,Благовещенск,Random Forest,direct,6,2.397783381514665,"{'n_estimators': 119, 'max_depth': 14, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Random Forest,direct,7,2.465704763250455,"{'n_estimators': 121, 'max_depth': 17, 'min_samples_leaf': 16}"
Лист1,Благовещенск,Random Forest,direct,8,2.526702106927184,"{'n_estimators': 94, 'max_depth': 20, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Random Forest,direct,9,2.565015925506197,"{'n_estimators': 53, 'max_depth': 11, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Random Forest,direct,10,2.624629250513209,"{'n_estimators': 99, 'max_depth': 10, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Random Forest,direct,11,2.6656568491301424,"{'n_estimators': 64, 'max_depth': 12, 'min_samples_leaf': 13}"
Лист1,Благовещенск,Random Forest,direct,12,2.677082888875216,"{'n_estimators': 140, 'max_depth': 15, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Random Forest,direct,13,2.7302597447984445,"{'n_estimators': 86, 'max_depth': 13, 'min_samples_leaf': 19}"
Лист1,Благовещенск,Random Forest,direct,14,2.790925118530424,"{'n_estimators': 121, 'max_depth': 13, 'min_samples_leaf': 7}"
Лист1,Благовещенск,Random Forest,direct,15,2.8154441138466546,"{'n_estimators': 55, 'max_depth': 12, 'min_samples_leaf': 20}"
Лист1,Благовещенск,Random Forest,direct,16,2.848895089867028,"{'n_estimators': 105, 'max_depth': 20, 'min_samples_leaf': 19}"
Лист1,Благовещенск,Random Forest,direct,17,2.8901242957846174,"{'n_estimators': 83, 'max_depth': 12, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Random Forest,direct,18,2.9169648145348486,"{'n_estimators': 58, 'max_depth': 13, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Random Forest,direct,19,2.9502724146817885,"{'n_estimators': 82, 'max_depth': 17, 'min_samples_leaf': 13}"
Лист1,Благовещенск,Random Forest,direct,20,3.027976781354744,"{'n_estimators': 147, 'max_depth': 8, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Random Forest,direct,21,2.991305202411562,"{'n_estimators': 91, 'max_depth': 15, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Random Forest,direct,22,3.062364225943145,"{'n_estimators': 66, 'max_depth': 13, 'min_samples_leaf': 9}"
Лист1,Благовещенск,Random Forest,direct,23,3.126423923922438,"{'n_estimators': 118, 'max_depth': 13, 'min_samples_leaf': 5}"
Лист1,Благовещенск,Random Forest,direct,24,3.1738768106808983,"{'n_estimators': 150, 'max_depth': 16, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Random Forest,direct,25,3.2067779037118274,"{'n_estimators': 142, 'max_depth': 15, 'min_samples_leaf': 4}"
Лист1,Благовещенск,Random Forest,direct,26,3.18487111782558,"{'n_estimators': 67, 'max_depth': 12, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Random Forest,direct,27,3.189295948714886,"{'n_estimators': 139, 'max_depth': 18, 'min_samples_leaf': 18}"
Лист1,Благовещенск,Random Forest,direct,28,3.2213928898392714,"{'n_estimators': 94, 'max_depth': 14, 'min_samples_leaf': 9}"
Лист1,Благовещенск,Random Forest,direct,29,3.2308030723434977,"{'n_estimators': 85, 'max_depth': 17, 'min_samples_leaf': 22}"
Лист1,Благовещенск,Random Forest,direct,30,3.260386476631918,"{'n_estimators': 92, 'max_depth': 19, 'min_samples_leaf': 11}"
Лист1,Благовещенск,Random Forest,direct,31,3.2674003131940563,"{'n_estimators': 64, 'max_depth': 12, 'min_samples_leaf': 14}"
Лист1,Благовещенск,Random Forest,direct,32,3.2976434199446794,"{'n_estimators': 66, 'max_depth': 11, 'min_samples_leaf': 13}"
Лист1,Благовещенск,Random Forest,direct,33,3.3141711070588635,"{'n_estimators': 135, 'max_depth': 10, 'min_samples_leaf': 15}"
Лист1,Благовещенск,Random Forest,direct,34,3.330813049878894,"{'n_estimators': 97, 'max_depth': 15, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Random Forest,direct,35,3.365000673430129,"{'n_estimators': 117, 'max_depth': 12, 'min_samples_leaf': 16}"
Лист1,Благовещенск,Random Forest,direct,36,3.38506987503174,"{'n_estimators': 59, 'max_depth': 11, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Random Forest,direct,37,3.4029234118071945,"{'n_estimators': 67, 'max_depth': 11, 'min_samples_leaf': 19}"
Лист1,Благовещенск,Random Forest,direct,38,3.4076405297043046,"{'n_estimators': 91, 'max_depth': 12, 'min_samples_leaf': 21}"
Лист1,Благовещенск,Random Forest,direct,39,3.4057520884894523,"{'n_estimators': 143, 'max_depth': 16, 'min_samples_leaf': 19}"
Лист1,Благовещенск,Random Forest,direct,40,3.4246132763758204,"{'n_estimators': 108, 'max_depth': 9, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Random Forest,direct,41,3.411481101736504,"{'n_estimators': 140, 'max_depth': 13, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Random Forest,direct,42,3.4284700562277175,"{'n_estimators': 71, 'max_depth': 16, 'min_samples_leaf': 26}"
Лист1,Благовещенск,Random Forest,direct,43,3.4247671741507393,"{'n_estimators': 150, 'max_depth': 10, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Random Forest,direct,44,3.440602440072334,"{'n_estimators': 135, 'max_depth': 8, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Random Forest,direct,45,3.389660839952857,"{'n_estimators': 145, 'max_depth': 15, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Random Forest,direct,46,3.367322191433272,"{'n_estimators': 101, 'max_depth': 16, 'min_samples_leaf': 29}"
Лист1,Благовещенск,Random Forest,direct,47,3.3649641634130076,"{'n_estimators': 84, 'max_depth': 20, 'min_samples_leaf': 25}"
Лист1,Благовещенск,Random Forest,direct,48,3.377964934587148,"{'n_estimators': 133, 'max_depth': 10, 'min_samples_leaf': 6}"
Лист1,Благовещенск,Random Forest,direct,49,3.389203273312238,"{'n_estimators': 128, 'max_depth': 17, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Random Forest,direct,50,3.338970104635239,"{'n_estimators': 136, 'max_depth': 12, 'min_samples_leaf': 27}"
Лист1,Благовещенск,Random Forest,direct,51,3.4014167435737375,"{'n_estimators': 135, 'max_depth': 13, 'min_samples_leaf': 17}"
Лист1,Благовещенск,Random Forest,direct,52,3.3740875641098778,"{'n_estimators': 65, 'max_depth': 19, 'min_samples_leaf': 28}"
Лист1,Благовещенск,Random Forest,direct,53,3.364870652219603,"{'n_estimators': 92, 'max_depth': 11, 'min_samples_leaf': 24}"
Лист1,Благовещенск,Random Forest,direct,54,3.3938631006974367,"{'n_estimators': 71, 'max_depth': 20, 'min_samples_leaf': 22}"
Лист1,Благовещенск,Random Forest,direct,55,3.3823328249212277,"{'n_estimators': 103, 'max_depth': 17, 'min_samples_leaf': 30}"
Лист1,Благовещенск,Random Forest,direct,56,3.3902770235037827,"{'n_estimators': 134, 'max_depth': 10, 'min_samples_leaf': 8}"
Лист1,Благовещенск,Random Forest,direct,57,3.3958553418441615,"{'n_estimators': 120, 'max_depth': 9, 'min_samples_leaf': 21}"
