sheet,city,model,strategy,horizon,MAE,params
Лист1,Геленджик,Decision Tree,direct,82,3.776687342047268,"{'max_depth': 12, 'min_samples_leaf': 26}"
Лист1,Геленджик,Decision Tree,direct,83,3.5240888937962955,"{'max_depth': 5, 'min_samples_leaf': 28}"
Лист1,Геленджик,Decision Tree,direct,84,3.5337109719150748,"{'max_depth': 7, 'min_samples_leaf': 1}"
Лист1,Геленджик,Decision Tree,direct,85,3.5107525878264974,"{'max_depth': 8, 'min_samples_leaf': 25}"
Лист1,Геленджик,Decision Tree,direct,86,3.5843266087672188,"{'max_depth': 9, 'min_samples_leaf': 21}"
Лист1,Геленджик,Decision Tree,direct,87,3.7988188927114557,"{'max_depth': 13, 'min_samples_leaf': 23}"
Лист1,Геленджик,Decision Tree,direct,88,3.5780790189577827,"{'max_depth': 9, 'min_samples_leaf': 6}"
Лист1,Геленджик,Decision Tree,direct,89,3.6676632891939107,"{'max_depth': 10, 'min_samples_leaf': 19}"
Лист1,Геленджик,Decision Tree,direct,90,3.5657046589430124,"{'max_depth': 8, 'min_samples_leaf': 29}"
Лист1,Геленджик,Decision Tree,direct,91,3.556012307950455,"{'max_depth': 8, 'min_samples_leaf': 29}"
Лист1,Геленджик,Decision Tree,direct,92,3.520858292917605,"{'max_depth': 6, 'min_samples_leaf': 23}"
Лист1,Геленджик,Decision Tree,direct,93,4.008706759493382,"{'max_depth': 3, 'min_samples_leaf': 30}"
Лист1,Геленджик,Decision Tree,direct,94,3.7615014093529404,"{'max_depth': 4, 'min_samples_leaf': 7}"
Лист1,Геленджик,Decision Tree,direct,95,3.659935122809033,"{'max_depth': 8, 'min_samples_leaf': 6}"
Лист1,Геленджик,Decision Tree,direct,96,3.5686751472128635,"{'max_depth': 7, 'min_samples_leaf': 22}"
Лист1,Геленджик,Decision Tree,direct,97,3.613984058282834,"{'max_depth': 7, 'min_samples_leaf': 28}"
Лист1,Геленджик,Decision Tree,direct,98,3.77859842164956,"{'max_depth': 5, 'min_samples_leaf': 25}"
Лист1,Геленджик,Decision Tree,direct,99,3.6413942356625078,"{'max_depth': 9, 'min_samples_leaf': 11}"
Лист1,Геленджик,Decision Tree,direct,100,3.600513513981676,"{'max_depth': 8, 'min_samples_leaf': 23}"
Лист1,Геленджик,Decision Tree,direct,101,3.8201834951010056,"{'max_depth': 15, 'min_samples_leaf': 30}"
Лист1,Геленджик,Decision Tree,direct,102,3.5538015203264233,"{'max_depth': 7, 'min_samples_leaf': 14}"
Лист1,Геленджик,Decision Tree,direct,103,3.5432067925861683,"{'max_depth': 6, 'min_samples_leaf': 21}"
Лист1,Геленджик,Decision Tree,direct,104,3.77942968162272,"{'max_depth': 4, 'min_samples_leaf': 19}"
Лист1,Геленджик,Decision Tree,direct,105,3.5682004444660254,"{'max_depth': 7, 'min_samples_leaf': 17}"
Лист1,Геленджик,Decision Tree,direct,106,3.7906449405120712,"{'max_depth': 10, 'min_samples_leaf': 26}"
Лист1,Геленджик,Decision Tree,direct,107,3.589535888712213,"{'max_depth': 6, 'min_samples_leaf': 4}"
Лист1,Геленджик,Decision Tree,direct,108,3.5856868014282965,"{'max_depth': 6, 'min_samples_leaf': 4}"
Лист1,Геленджик,Decision Tree,direct,109,3.666582005124348,"{'max_depth': 9, 'min_samples_leaf': 21}"
Лист1,Геленджик,Decision Tree,direct,110,3.604506986888673,"{'max_depth': 7, 'min_samples_leaf': 24}"
Лист1,Геленджик,Decision Tree,direct,111,3.9972992508517606,"{'max_depth': 4, 'min_samples_leaf': 14}"
Лист1,Геленджик,Decision Tree,direct,112,3.6170646207676698,"{'max_depth': 7, 'min_samples_leaf': 19}"
Лист1,Геленджик,Decision Tree,direct,113,3.6768835229118375,"{'max_depth': 5, 'min_samples_leaf': 22}"
Лист1,Геленджик,Decision Tree,direct,114,3.7375467139921383,"{'max_depth': 9, 'min_samples_leaf': 24}"
Лист1,Геленджик,Decision Tree,direct,115,3.616201998216822,"{'max_depth': 7, 'min_samples_leaf': 27}"
Лист1,Геленджик,Decision Tree,direct,116,3.5835658175719955,"{'max_depth': 6, 'min_samples_leaf': 13}"
Лист1,Геленджик,Decision Tree,direct,117,3.6504989211689356,"{'max_depth': 8, 'min_samples_leaf': 17}"
Лист1,Геленджик,Decision Tree,direct,118,3.7190479289605833,"{'max_depth': 5, 'min_samples_leaf': 8}"
Лист1,Геленджик,Decision Tree,direct,119,3.579158183368449,"{'max_depth': 8, 'min_samples_leaf': 5}"
Лист1,Геленджик,Decision Tree,direct,120,3.912784289509634,"{'max_depth': 11, 'min_samples_leaf': 5}"
Лист1,Геленджик,Decision Tree,direct,121,3.615307460624132,"{'max_depth': 6, 'min_samples_leaf': 7}"
Лист1,Геленджик,Decision Tree,direct,122,3.6605660373014426,"{'max_depth': 7, 'min_samples_leaf': 20}"
Лист1,Геленджик,Decision Tree,direct,123,3.6555344084171364,"{'max_depth': 6, 'min_samples_leaf': 17}"
Лист1,Геленджик,Decision Tree,direct,124,3.8013382498205663,"{'max_depth': 5, 'min_samples_leaf': 12}"
Лист1,Геленджик,Decision Tree,direct,125,3.666133650950414,"{'max_depth': 10, 'min_samples_leaf': 26}"
Лист1,Геленджик,Decision Tree,direct,126,3.7293214259965217,"{'max_depth': 5, 'min_samples_leaf': 5}"
Лист1,Геленджик,Decision Tree,direct,127,4.115673715890755,"{'max_depth': 3, 'min_samples_leaf': 1}"
Лист1,Геленджик,Decision Tree,direct,128,3.6223258361969948,"{'max_depth': 6, 'min_samples_leaf': 20}"
Лист1,Геленджик,Decision Tree,direct,129,3.635374398491436,"{'max_depth': 8, 'min_samples_leaf': 27}"
Лист1,Геленджик,Decision Tree,direct,130,3.9037581710188123,"{'max_depth': 14, 'min_samples_leaf': 30}"
Лист1,Геленджик,Decision Tree,direct,131,3.689093929822273,"{'max_depth': 9, 'min_samples_leaf': 28}"
Лист1,Геленджик,Decision Tree,direct,132,3.629795943777777,"{'max_depth': 7, 'min_samples_leaf': 12}"
Лист1,Геленджик,Decision Tree,direct,133,3.604787934885509,"{'max_depth': 6, 'min_samples_leaf': 19}"
Лист1,Геленджик,Decision Tree,direct,134,3.594704676975618,"{'max_depth': 6, 'min_samples_leaf': 8}"
Лист1,Геленджик,Decision Tree,direct,135,3.831875277671013,"{'max_depth': 5, 'min_samples_leaf': 12}"
Лист1,Геленджик,Decision Tree,direct,136,3.789128999918553,"{'max_depth': 11, 'min_samples_leaf': 16}"
Лист1,Геленджик,Decision Tree,direct,137,3.724562067484522,"{'max_depth': 5, 'min_samples_leaf': 21}"
Лист1,Геленджик,Decision Tree,direct,138,3.7143943467198244,"{'max_depth': 5, 'min_samples_leaf': 16}"
Лист1,Геленджик,Decision Tree,direct,139,3.6261917534600974,"{'max_depth': 6, 'min_samples_leaf': 1}"
Лист1,Геленджик,Decision Tree,direct,140,3.7474533363032827,"{'max_depth': 5, 'min_samples_leaf': 23}"
Лист1,Геленджик,Decision Tree,direct,141,3.7018114912394955,"{'max_depth': 7, 'min_samples_leaf': 26}"
Лист1,Геленджик,Decision Tree,direct,142,3.683238390822078,"{'max_depth': 6, 'min_samples_leaf': 3}"
Лист1,Геленджик,Decision Tree,direct,143,3.7401512616875445,"{'max_depth': 5, 'min_samples_leaf': 26}"
Лист1,Геленджик,Decision Tree,direct,144,3.698966934918335,"{'max_depth': 6, 'min_samples_leaf': 1}"
Лист1,Геленджик,Decision Tree,direct,145,3.7090553544404576,"{'max_depth': 8, 'min_samples_leaf': 30}"
Лист1,Геленджик,Decision Tree,direct,146,3.765834823945467,"{'max_depth': 11, 'min_samples_leaf': 19}"
Лист1,Геленджик,Decision Tree,direct,147,3.742410314581759,"{'max_depth': 6, 'min_samples_leaf': 21}"
Лист1,Геленджик,Decision Tree,direct,148,3.862324344316618,"{'max_depth': 5, 'min_samples_leaf': 28}"
Лист1,Геленджик,Decision Tree,direct,149,3.717038338535051,"{'max_depth': 6, 'min_samples_leaf': 3}"
Лист1,Геленджик,Decision Tree,direct,150,3.6137695060318755,"{'max_depth': 7, 'min_samples_leaf': 21}"
Лист1,Геленджик,Decision Tree,direct,151,3.685557269423198,"{'max_depth': 6, 'min_samples_leaf': 18}"
Лист1,Геленджик,Decision Tree,direct,152,3.69079591079861,"{'max_depth': 6, 'min_samples_leaf': 12}"
Лист1,Геленджик,Decision Tree,direct,153,3.7670615004710037,"{'max_depth': 5, 'min_samples_leaf': 11}"
Лист1,Геленджик,Decision Tree,direct,154,3.753858695396418,"{'max_depth': 10, 'min_samples_leaf': 25}"
Лист1,Геленджик,Decision Tree,direct,155,3.72028915571814,"{'max_depth': 10, 'min_samples_leaf': 12}"
Лист1,Геленджик,Decision Tree,direct,156,3.6381105534912397,"{'max_depth': 7, 'min_samples_leaf': 18}"
Лист1,Геленджик,Decision Tree,direct,157,3.6874600514715334,"{'max_depth': 8, 'min_samples_leaf': 25}"
Лист1,Геленджик,Decision Tree,direct,158,3.717268084395888,"{'max_depth': 9, 'min_samples_leaf': 25}"
Лист1,Геленджик,Decision Tree,direct,159,3.686005178604228,"{'max_depth': 8, 'min_samples_leaf': 5}"
Лист1,Геленджик,Decision Tree,direct,160,3.9185284678824566,"{'max_depth': 14, 'min_samples_leaf': 25}"
Лист1,Геленджик,Decision Tree,direct,161,3.7197737639466637,"{'max_depth': 6, 'min_samples_leaf': 27}"
Лист1,Геленджик,Decision Tree,direct,162,3.61484011533531,"{'max_depth': 7, 'min_samples_leaf': 9}"
Лист1,Геленджик,Decision Tree,direct,163,3.697023444121783,"{'max_depth': 6, 'min_samples_leaf': 30}"
Лист1,Геленджик,Decision Tree,direct,164,3.7501081460268657,"{'max_depth': 5, 'min_samples_leaf': 3}"
Лист1,Геленджик,Decision Tree,direct,165,3.7073235894333894,"{'max_depth': 7, 'min_samples_leaf': 30}"
Лист1,Геленджик,Decision Tree,direct,166,3.6655285813397698,"{'max_depth': 8, 'min_samples_leaf': 30}"
Лист1,Геленджик,Decision Tree,direct,167,3.6428815017532887,"{'max_depth': 7, 'min_samples_leaf': 10}"
Лист1,Геленджик,Decision Tree,direct,168,3.8548881208875247,"{'max_depth': 10, 'min_samples_leaf': 6}"
Лист1,Геленджик,Random Forest,direct,1,1.7399547992741182,"{'n_estimators': 99, 'max_depth': 16, 'min_samples_leaf': 11}"
Лист1,Геленджик,Random Forest,direct,2,1.8012710658694777,"{'n_estimators': 111, 'max_depth': 15, 'min_samples_leaf': 13}"
Лист1,Геленджик,Random Forest,direct,3,1.8817970615999648,"{'n_estimators': 85, 'max_depth': 14, 'min_samples_leaf': 15}"
Лист1,Геленджик,Random Forest,direct,4,1.9363534800019369,"{'n_estimators': 141, 'max_depth': 17, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,5,2.002392413315321,"{'n_estimators': 135, 'max_depth': 17, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,6,2.0558967052595962,"{'n_estimators': 132, 'max_depth': 12, 'min_samples_leaf': 13}"
Лист1,Геленджик,Random Forest,direct,7,2.0886649172453415,"{'n_estimators': 136, 'max_depth': 15, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,8,2.152067280144451,"{'n_estimators': 122, 'max_depth': 9, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,9,2.1923793371011087,"{'n_estimators': 95, 'max_depth': 16, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,10,2.2236272402376316,"{'n_estimators': 108, 'max_depth': 20, 'min_samples_leaf': 26}"
Лист1,Геленджик,Random Forest,direct,11,2.2532783295036674,"{'n_estimators': 136, 'max_depth': 9, 'min_samples_leaf': 15}"
Лист1,Геленджик,Random Forest,direct,12,2.2980155915247114,"{'n_estimators': 103, 'max_depth': 20, 'min_samples_leaf': 23}"
Лист1,Геленджик,Random Forest,direct,13,2.3276421543072283,"{'n_estimators': 114, 'max_depth': 18, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,14,2.3531634087827924,"{'n_estimators': 94, 'max_depth': 19, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,15,2.374265193371889,"{'n_estimators': 146, 'max_depth': 13, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,16,2.396310450008263,"{'n_estimators': 142, 'max_depth': 19, 'min_samples_leaf': 26}"
Лист1,Геленджик,Random Forest,direct,17,2.4420407535947657,"{'n_estimators': 102, 'max_depth': 16, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,18,2.472106062503276,"{'n_estimators': 115, 'max_depth': 9, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,19,2.5302392486058602,"{'n_estimators': 113, 'max_depth': 20, 'min_samples_leaf': 19}"
Лист1,Геленджик,Random Forest,direct,20,2.5488054796531827,"{'n_estimators': 51, 'max_depth': 11, 'min_samples_leaf': 18}"
Лист1,Геленджик,Random Forest,direct,21,2.5785150629015328,"{'n_estimators': 96, 'max_depth': 9, 'min_samples_leaf': 9}"
Лист1,Геленджик,Random Forest,direct,22,2.5983805799882287,"{'n_estimators': 145, 'max_depth': 11, 'min_samples_leaf': 13}"
Лист1,Геленджик,Random Forest,direct,23,2.644700438983149,"{'n_estimators': 54, 'max_depth': 17, 'min_samples_leaf': 19}"
Лист1,Геленджик,Random Forest,direct,24,2.7002527416037654,"{'n_estimators': 130, 'max_depth': 9, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,25,2.688960740423259,"{'n_estimators': 145, 'max_depth': 11, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,26,2.7397609116760666,"{'n_estimators': 76, 'max_depth': 9, 'min_samples_leaf': 6}"
Лист1,Геленджик,Random Forest,direct,27,2.7665039246071514,"{'n_estimators': 100, 'max_depth': 13, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,28,2.7900020707330144,"{'n_estimators': 96, 'max_depth': 12, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,29,2.8302251074077827,"{'n_estimators': 62, 'max_depth': 8, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,30,2.866634096007597,"{'n_estimators': 105, 'max_depth': 7, 'min_samples_leaf': 4}"
Лист1,Геленджик,Random Forest,direct,31,2.8563036853590087,"{'n_estimators': 143, 'max_depth': 8, 'min_samples_leaf': 3}"
Лист1,Геленджик,Random Forest,direct,32,2.882553052309141,"{'n_estimators': 104, 'max_depth': 9, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,33,2.9441896494955557,"{'n_estimators': 143, 'max_depth': 19, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,34,2.944133811219807,"{'n_estimators': 65, 'max_depth': 10, 'min_samples_leaf': 30}"
Лист1,Геленджик,Random Forest,direct,35,2.9688580628017647,"{'n_estimators': 146, 'max_depth': 14, 'min_samples_leaf': 27}"
Лист1,Геленджик,Random Forest,direct,36,2.9828570380914994,"{'n_estimators': 104, 'max_depth': 18, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,37,2.9869516438246695,"{'n_estimators': 96, 'max_depth': 10, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,38,3.0213854270529503,"{'n_estimators': 118, 'max_depth': 12, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,39,3.0243757573183765,"{'n_estimators': 53, 'max_depth': 15, 'min_samples_leaf': 30}"
Лист1,Геленджик,Random Forest,direct,40,3.0369973093385734,"{'n_estimators': 135, 'max_depth': 14, 'min_samples_leaf': 21}"
Лист1,Геленджик,Random Forest,direct,41,3.0547360994589097,"{'n_estimators': 67, 'max_depth': 15, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,42,3.084471589499467,"{'n_estimators': 94, 'max_depth': 7, 'min_samples_leaf': 30}"
Лист1,Геленджик,Random Forest,direct,43,3.118096804948297,"{'n_estimators': 69, 'max_depth': 9, 'min_samples_leaf': 13}"
Лист1,Геленджик,Random Forest,direct,44,3.139826056063506,"{'n_estimators': 93, 'max_depth': 7, 'min_samples_leaf': 30}"
Лист1,Геленджик,Random Forest,direct,45,3.142121854620242,"{'n_estimators': 117, 'max_depth': 8, 'min_samples_leaf': 15}"
Лист1,Геленджик,Random Forest,direct,46,3.1405192917502824,"{'n_estimators': 135, 'max_depth': 10, 'min_samples_leaf': 10}"
Лист1,Геленджик,Random Forest,direct,47,3.231490846198418,"{'n_estimators': 136, 'max_depth': 6, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,48,3.20672636187626,"{'n_estimators': 147, 'max_depth': 16, 'min_samples_leaf': 23}"
Лист1,Геленджик,Random Forest,direct,49,3.203785720083859,"{'n_estimators': 137, 'max_depth': 18, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,50,3.1886861513148554,"{'n_estimators': 53, 'max_depth': 10, 'min_samples_leaf': 15}"
Лист1,Геленджик,Random Forest,direct,51,3.19102758120915,"{'n_estimators': 73, 'max_depth': 9, 'min_samples_leaf': 19}"
Лист1,Геленджик,Random Forest,direct,52,3.23658136023345,"{'n_estimators': 117, 'max_depth': 11, 'min_samples_leaf': 27}"
Лист1,Геленджик,Random Forest,direct,53,3.265608928166738,"{'n_estimators': 114, 'max_depth': 11, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,54,3.234393898514037,"{'n_estimators': 88, 'max_depth': 8, 'min_samples_leaf': 12}"
Лист1,Геленджик,Random Forest,direct,55,3.263699947318657,"{'n_estimators': 135, 'max_depth': 7, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,56,3.2928260830019367,"{'n_estimators': 125, 'max_depth': 9, 'min_samples_leaf': 26}"
Лист1,Геленджик,Random Forest,direct,57,3.331028224226281,"{'n_estimators': 149, 'max_depth': 10, 'min_samples_leaf': 22}"
Лист1,Геленджик,Random Forest,direct,58,3.3576454103800266,"{'n_estimators': 94, 'max_depth': 11, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,59,3.312899973161089,"{'n_estimators': 130, 'max_depth': 8, 'min_samples_leaf': 5}"
Лист1,Геленджик,Random Forest,direct,60,3.337316039162087,"{'n_estimators': 101, 'max_depth': 9, 'min_samples_leaf': 27}"
Лист1,Геленджик,Random Forest,direct,61,3.338179109231217,"{'n_estimators': 124, 'max_depth': 8, 'min_samples_leaf': 1}"
Лист1,Геленджик,Random Forest,direct,62,3.340925573858616,"{'n_estimators': 118, 'max_depth': 9, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,63,3.333146515964504,"{'n_estimators': 77, 'max_depth': 9, 'min_samples_leaf': 16}"
Лист1,Геленджик,Random Forest,direct,64,3.3288852390670396,"{'n_estimators': 133, 'max_depth': 8, 'min_samples_leaf': 6}"
Лист1,Геленджик,Random Forest,direct,65,3.3266447344475134,"{'n_estimators': 145, 'max_depth': 8, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,66,3.3291474114344655,"{'n_estimators': 64, 'max_depth': 7, 'min_samples_leaf': 3}"
Лист1,Геленджик,Random Forest,direct,67,3.428560811337835,"{'n_estimators': 53, 'max_depth': 10, 'min_samples_leaf': 1}"
Лист1,Геленджик,Random Forest,direct,68,3.4454324348992076,"{'n_estimators': 140, 'max_depth': 18, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,69,3.3438892061833796,"{'n_estimators': 130, 'max_depth': 8, 'min_samples_leaf': 12}"
Лист1,Геленджик,Random Forest,direct,70,3.4164992222471904,"{'n_estimators': 102, 'max_depth': 13, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,71,3.3213908354464885,"{'n_estimators': 85, 'max_depth': 6, 'min_samples_leaf': 17}"
Лист1,Геленджик,Random Forest,direct,72,3.3817304401911588,"{'n_estimators': 129, 'max_depth': 9, 'min_samples_leaf': 18}"
Лист1,Геленджик,Random Forest,direct,73,3.396005297321218,"{'n_estimators': 66, 'max_depth': 6, 'min_samples_leaf': 12}"
Лист1,Геленджик,Random Forest,direct,74,3.3628188689687963,"{'n_estimators': 102, 'max_depth': 9, 'min_samples_leaf': 16}"
Лист1,Геленджик,Random Forest,direct,75,3.367237261199042,"{'n_estimators': 90, 'max_depth': 8, 'min_samples_leaf': 18}"
Лист1,Геленджик,Random Forest,direct,76,3.3654522768922877,"{'n_estimators': 121, 'max_depth': 7, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,77,3.354123949244944,"{'n_estimators': 94, 'max_depth': 8, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,78,3.3535911308977004,"{'n_estimators': 101, 'max_depth': 9, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,79,3.3788426241474645,"{'n_estimators': 115, 'max_depth': 6, 'min_samples_leaf': 8}"
Лист1,Геленджик,Random Forest,direct,80,3.3625799576635056,"{'n_estimators': 92, 'max_depth': 6, 'min_samples_leaf': 4}"
Лист1,Геленджик,Random Forest,direct,81,3.4641363913380614,"{'n_estimators': 147, 'max_depth': 10, 'min_samples_leaf': 14}"
Лист1,Геленджик,Random Forest,direct,82,3.3917312430317863,"{'n_estimators': 113, 'max_depth': 6, 'min_samples_leaf': 17}"
Лист1,Геленджик,Random Forest,direct,83,3.4073857020254557,"{'n_estimators': 149, 'max_depth': 7, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,84,3.4479037635079166,"{'n_estimators': 65, 'max_depth': 10, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,85,3.5038945423931978,"{'n_estimators': 78, 'max_depth': 15, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,86,3.522013091619378,"{'n_estimators': 97, 'max_depth': 20, 'min_samples_leaf': 30}"
Лист1,Геленджик,Random Forest,direct,87,3.4514354870292983,"{'n_estimators': 98, 'max_depth': 7, 'min_samples_leaf': 18}"
Лист1,Геленджик,Random Forest,direct,88,3.453765206188436,"{'n_estimators': 91, 'max_depth': 8, 'min_samples_leaf': 6}"
Лист1,Геленджик,Random Forest,direct,89,3.455532979417315,"{'n_estimators': 62, 'max_depth': 7, 'min_samples_leaf': 13}"
Лист1,Геленджик,Random Forest,direct,90,3.5892279373996065,"{'n_estimators': 59, 'max_depth': 19, 'min_samples_leaf': 20}"
Лист1,Геленджик,Random Forest,direct,91,3.5079933701670716,"{'n_estimators': 120, 'max_depth': 9, 'min_samples_leaf': 9}"
Лист1,Геленджик,Random Forest,direct,92,3.4893474762184318,"{'n_estimators': 111, 'max_depth': 6, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,93,3.5468228668759982,"{'n_estimators': 105, 'max_depth': 11, 'min_samples_leaf': 3}"
Лист1,Геленджик,Random Forest,direct,94,3.580540226677074,"{'n_estimators': 62, 'max_depth': 18, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,95,3.4818814783019434,"{'n_estimators': 139, 'max_depth': 8, 'min_samples_leaf': 19}"
Лист1,Геленджик,Random Forest,direct,96,3.5299509299106813,"{'n_estimators': 135, 'max_depth': 8, 'min_samples_leaf': 11}"
Лист1,Геленджик,Random Forest,direct,97,3.4856083781947635,"{'n_estimators': 66, 'max_depth': 7, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,98,3.5970313392262736,"{'n_estimators': 69, 'max_depth': 15, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,99,3.5837357439526922,"{'n_estimators': 125, 'max_depth': 16, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,100,3.486326006170456,"{'n_estimators': 59, 'max_depth': 9, 'min_samples_leaf': 28}"
Лист1,Геленджик,Random Forest,direct,101,3.522727692071436,"{'n_estimators': 109, 'max_depth': 10, 'min_samples_leaf': 3}"
Лист1,Геленджик,Random Forest,direct,102,3.579417952891304,"{'n_estimators': 79, 'max_depth': 14, 'min_samples_leaf': 23}"
Лист1,Геленджик,Random Forest,direct,103,3.5108574162795176,"{'n_estimators': 113, 'max_depth': 9, 'min_samples_leaf': 17}"
Лист1,Геленджик,Random Forest,direct,104,3.4829888541993577,"{'n_estimators': 70, 'max_depth': 6, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,105,3.596327666253097,"{'n_estimators': 68, 'max_depth': 9, 'min_samples_leaf': 3}"
Лист1,Геленджик,Random Forest,direct,106,3.5208720359398082,"{'n_estimators': 102, 'max_depth': 6, 'min_samples_leaf': 3}"
Лист1,Геленджик,Random Forest,direct,107,3.54268474206209,"{'n_estimators': 132, 'max_depth': 7, 'min_samples_leaf': 22}"
Лист1,Геленджик,Random Forest,direct,108,3.5493722997562607,"{'n_estimators': 96, 'max_depth': 8, 'min_samples_leaf': 8}"
Лист1,Геленджик,Random Forest,direct,109,3.544577482915945,"{'n_estimators': 125, 'max_depth': 8, 'min_samples_leaf': 27}"
Лист1,Геленджик,Random Forest,direct,110,3.5905632858277374,"{'n_estimators': 142, 'max_depth': 10, 'min_samples_leaf': 12}"
Лист1,Геленджик,Random Forest,direct,111,3.5444051000150973,"{'n_estimators': 127, 'max_depth': 7, 'min_samples_leaf': 30}"
Лист1,Геленджик,Random Forest,direct,112,3.5376707224315282,"{'n_estimators': 52, 'max_depth': 7, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,113,3.537754900381831,"{'n_estimators': 65, 'max_depth': 8, 'min_samples_leaf': 9}"
Лист1,Геленджик,Random Forest,direct,114,3.5734250767996745,"{'n_estimators': 133, 'max_depth': 6, 'min_samples_leaf': 15}"
Лист1,Геленджик,Random Forest,direct,115,3.5654017887462346,"{'n_estimators': 122, 'max_depth': 6, 'min_samples_leaf': 18}"
Лист1,Геленджик,Random Forest,direct,116,3.633891622163026,"{'n_estimators': 102, 'max_depth': 5, 'min_samples_leaf': 1}"
Лист1,Геленджик,Random Forest,direct,117,3.660193377794854,"{'n_estimators': 52, 'max_depth': 14, 'min_samples_leaf': 14}"
Лист1,Геленджик,Random Forest,direct,118,3.5636220089686015,"{'n_estimators': 69, 'max_depth': 9, 'min_samples_leaf': 21}"
Лист1,Геленджик,Random Forest,direct,119,3.521416903184974,"{'n_estimators': 120, 'max_depth': 7, 'min_samples_leaf': 7}"
Лист1,Геленджик,Random Forest,direct,120,3.5258229951386713,"{'n_estimators': 87, 'max_depth': 7, 'min_samples_leaf': 2}"
Лист1,Геленджик,Random Forest,direct,121,3.5685885896285856,"{'n_estimators': 82, 'max_depth': 10, 'min_samples_leaf': 2}"
Лист1,Геленджик,Random Forest,direct,122,3.5419538047008152,"{'n_estimators': 103, 'max_depth': 8, 'min_samples_leaf': 14}"
Лист1,Геленджик,Random Forest,direct,123,3.5445340796097256,"{'n_estimators': 102, 'max_depth': 8, 'min_samples_leaf': 2}"
Лист1,Геленджик,Random Forest,direct,124,3.556524629448494,"{'n_estimators': 64, 'max_depth': 9, 'min_samples_leaf': 29}"
Лист1,Геленджик,Random Forest,direct,125,3.5574116678211944,"{'n_estimators': 92, 'max_depth': 8, 'min_samples_leaf': 25}"
Лист1,Геленджик,Random Forest,direct,126,3.6162329350382203,"{'n_estimators': 56, 'max_depth': 6, 'min_samples_leaf': 22}"
Лист1,Геленджик,Random Forest,direct,127,3.581689398468768,"{'n_estimators': 141, 'max_depth': 11, 'min_samples_leaf': 24}"
Лист1,Геленджик,Random Forest,direct,128,3.586071405640011,"{'n_estimators': 129, 'max_depth': 6, 'min_samples_leaf': 26}"
Лист1,Геленджик,Random Forest,direct,129,3.636696827075693,"{'n_estimators': 75, 'max_depth': 17, 'min_samples_leaf': 28}"
